GUT_GENOME122127-GUT_GENOME150053.coords	1539429	1.53549e+08	99.7442
GUT_GENOME000525-GUT_GENOME037412.coords	1785406	1.78273e+08	99.8503
GUT_GENOME000067-GUT_GENOME178321.coords	1749769	1.74691e+08	99.8364
GUT_GENOME037412-GUT_GENOME083607.coords	1628980	1.62813e+08	99.9477
GUT_GENOME150053-GUT_GENOME205942.coords	1697775	1.69526e+08	99.8519
GUT_GENOME037412-GUT_GENOME150053.coords	1776021	1.77527e+08	99.9577
GUT_GENOME000067-GUT_GENOME000525.coords	1947714	1.94761e+08	99.9948
GUT_GENOME037412-GUT_GENOME226859.coords	1809622	1.80889e+08	99.9597
GUT_GENOME000525-GUT_GENOME083607.coords	1655691	1.65284e+08	99.828
GUT_GENOME000525-GUT_GENOME207876.coords	1765405	1.7639e+08	99.9145
GUT_GENOME037412-GUT_GENOME178321.coords	1776021	1.77527e+08	99.9577
GUT_GENOME037412-GUT_GENOME207876.coords	1743236	1.74165e+08	99.9093
GUT_GENOME083607-GUT_GENOME178321.coords	1633693	1.63292e+08	99.9528
GUT_GENOME000067-GUT_GENOME150053.coords	1749769	1.74691e+08	99.8364
GUT_GENOME000067-GUT_GENOME226859.coords	1836680	1.83351e+08	99.8274
GUT_GENOME037412-GUT_GENOME122127.coords	1530985	1.52723e+08	99.755
GUT_GENOME000525-GUT_GENOME205942.coords	1738694	1.73471e+08	99.7706
GUT_GENOME083607-GUT_GENOME207876.coords	1624835	1.62321e+08	99.9003
GUT_GENOME178321-GUT_GENOME226859.coords	1815412	1.81529e+08	99.9931
GUT_GENOME083607-GUT_GENOME122127.coords	1442958	1.43938e+08	99.7519
GUT_GENOME150053-GUT_GENOME207876.coords	1708586	1.70707e+08	99.9113
GUT_GENOME205942-GUT_GENOME226859.coords	1715555	1.71298e+08	99.8502
GUT_GENOME150053-GUT_GENOME178321.coords	1829768	182976800	100
GUT_GENOME000525-GUT_GENOME226859.coords	1838372	1.83511e+08	99.8227
GUT_GENOME083607-GUT_GENOME226859.coords	1644203	1.64342e+08	99.9526
GUT_GENOME122127-GUT_GENOME205942.coords	1508929	1.50461e+08	99.7137
GUT_GENOME122127-GUT_GENOME207876.coords	1523331	1.52017e+08	99.7924
GUT_GENOME037412-GUT_GENOME205942.coords	1696706	1.69432e+08	99.8593
GUT_GENOME000525-GUT_GENOME122127.coords	1536426	1.53245e+08	99.7412
GUT_GENOME122127-GUT_GENOME178321.coords	1539429	1.53549e+08	99.7442
GUT_GENOME000525-GUT_GENOME178321.coords	1752954	1.74996e+08	99.8289
GUT_GENOME000067-GUT_GENOME207876.coords	1764458	1.76296e+08	99.915
GUT_GENOME083607-GUT_GENOME205942.coords	1607352	1.60513e+08	99.8618
GUT_GENOME150053-GUT_GENOME226859.coords	1815412	1.81529e+08	99.9931
GUT_GENOME178321-GUT_GENOME207876.coords	1708586	1.70707e+08	99.9113
GUT_GENOME083607-GUT_GENOME150053.coords	1633693	1.63292e+08	99.9528
GUT_GENOME205942-GUT_GENOME207876.coords	1711396	1.70882e+08	99.8493
GUT_GENOME207876-GUT_GENOME226859.coords	1756661	1.75515e+08	99.9141
GUT_GENOME000067-GUT_GENOME083607.coords	1654821	1.65195e+08	99.8264
GUT_GENOME000067-GUT_GENOME037412.coords	1781991	1.77951e+08	99.8607
GUT_GENOME000525-GUT_GENOME150053.coords	1752954	1.74996e+08	99.8289
GUT_GENOME000067-GUT_GENOME122127.coords	1535865	1.53202e+08	99.7496
GUT_GENOME000067-GUT_GENOME205942.coords	1737043	1.7331e+08	99.773
GUT_GENOME178321-GUT_GENOME205942.coords	1697775	1.69526e+08	99.8519
GUT_GENOME122127-GUT_GENOME226859.coords	1532235	1.5284e+08	99.75
