GUT_GENOME083607-GUT_GENOME122127.snps	2308
GUT_GENOME000525-GUT_GENOME178321.snps	2648
GUT_GENOME000525-GUT_GENOME205942.snps	3603
GUT_GENOME000067-GUT_GENOME000525.snps	33
GUT_GENOME000525-GUT_GENOME083607.snps	2485
GUT_GENOME122127-GUT_GENOME150053.snps	2582
GUT_GENOME000067-GUT_GENOME226859.snps	2785
GUT_GENOME037412-GUT_GENOME083607.snps	610
GUT_GENOME037412-GUT_GENOME122127.snps	2443
GUT_GENOME122127-GUT_GENOME205942.snps	2879
GUT_GENOME178321-GUT_GENOME207876.snps	1073
GUT_GENOME000525-GUT_GENOME150053.snps	2648
GUT_GENOME083607-GUT_GENOME150053.snps	609
GUT_GENOME000067-GUT_GENOME205942.snps	3573
GUT_GENOME122127-GUT_GENOME207876.snps	1873
GUT_GENOME150053-GUT_GENOME205942.snps	2186
GUT_GENOME000525-GUT_GENOME122127.snps	2534
GUT_GENOME037412-GUT_GENOME150053.snps	554
GUT_GENOME000525-GUT_GENOME226859.snps	2853
GUT_GENOME083607-GUT_GENOME207876.snps	1132
GUT_GENOME000067-GUT_GENOME207876.snps	1079
GUT_GENOME205942-GUT_GENOME207876.snps	2221
GUT_GENOME083607-GUT_GENOME178321.snps	609
GUT_GENOME000067-GUT_GENOME178321.snps	2504
GUT_GENOME122127-GUT_GENOME226859.snps	2573
GUT_GENOME150053-GUT_GENOME178321.snps	0
GUT_GENOME122127-GUT_GENOME178321.snps	2582
GUT_GENOME000067-GUT_GENOME037412.snps	2088
GUT_GENOME000525-GUT_GENOME207876.snps	1082
GUT_GENOME000067-GUT_GENOME083607.snps	2490
GUT_GENOME178321-GUT_GENOME205942.snps	2186
GUT_GENOME037412-GUT_GENOME226859.snps	587
GUT_GENOME178321-GUT_GENOME226859.snps	75
GUT_GENOME205942-GUT_GENOME226859.snps	2293
GUT_GENOME083607-GUT_GENOME226859.snps	623
GUT_GENOME000067-GUT_GENOME122127.snps	2495
GUT_GENOME150053-GUT_GENOME226859.snps	75
GUT_GENOME037412-GUT_GENOME207876.snps	1107
GUT_GENOME083607-GUT_GENOME205942.snps	1858
GUT_GENOME037412-GUT_GENOME178321.snps	554
GUT_GENOME000067-GUT_GENOME150053.snps	2504
GUT_GENOME000525-GUT_GENOME037412.snps	2323
GUT_GENOME037412-GUT_GENOME205942.snps	2019
GUT_GENOME150053-GUT_GENOME207876.snps	1073
GUT_GENOME207876-GUT_GENOME226859.snps	1142
